,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
4156,0.0,0.0,0.0,0.0,9.0,177.33333330000002,0.066666667,0.088888889,0.0,1.0,6.0,3.0,2.0,4.0,1.0,1.0,1.0,False
3749,2.0,26.0,3.0,140.83333330000002,65.0,5478.530087,0.00952381,0.038958835,8.08875,0.0,6.0,2.0,2.0,3.0,6.0,1.0,0.0,False
10378,9.0,320.2708333,2.0,298.3333333,51.0,1788.370821,0.016969697,0.014709835,8.21617792,0.0,7.0,3.0,2.0,3.0,2.0,1.0,1.0,True
14381,5.74401959850057,164.54717521227118,0.0,0.0,67.67511768629761,2426.553931466199,0.0066456784542723805,0.02715815642025944,0.6777464237970552,0.0,7.0,2.348803919700114,2.0,1.651196080299886,1.6976078394002279,1.0,0.34880391970011393,True
12563,3.6678769845047423,72.70276234723839,0.5559589948349142,2.2238359793396567,46.12281085021251,1704.9064248551997,0.0033946164804956836,0.011406429716170717,10.836107121307416,0.0,6.0,2.0,2.0,6.444041005165086,1.0,1.0,0.4440410051650858,True
18370,2.0,27.40578489513424,0.0,0.0,8.672031799717391,218.14310732404618,0.0,0.029081893354559955,78.5434323825761,0.0,1.9839046008478256,2.0,2.0,6.344063599434783,2.0,0.8360158998586957,0.16398410014130427,True
8600,7.0,268.4166667,0.0,0.0,41.0,1124.875,0.0,0.011904762,0.0,0.0,7.0,2.0,2.0,9.0,2.0,1.0,0.0,True
11986,1.0,0.0,0.0,0.0,61.0,1934.2257579999998,0.009677419,0.01662531,0.0,0.0,7.0,2.0,2.0,1.0,13.0,1.0,0.0,False
16348,6.185308212428053,174.92758703999868,2.0,125.77962318642079,32.44407536271584,783.2209981261886,0.010484747858041548,0.022715332969744373,29.59429972572023,0.0,6.9073458937859735,2.814691787571947,1.9073458937859735,1.0926541062140265,2.0,1.0,0.09265410621402637,True
19108,3.4190726511967986,42.84174532359157,1.6081739933700563,11.04849421288936,130.93513372817233,6615.559770921911,0.007970506570026691,0.024102845120071686,3.220759256115148,0.0,7.0,2.7972753355433144,2.0,1.0,1.2027246644566856,1.0,0.7972753355433145,True
6716,0.0,0.0,0.0,0.0,25.0,1017.966667,0.008333333,0.017361111000000002,0.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,False
20056,1.0,1.4028215180645756,0.0,0.0,19.30724863305453,2263.380482935008,0.0,0.02339717188865427,8.459837014745633,0.0,5.692751366945469,2.0,2.0,2.6536243165272655,5.826812158263633,0.8268121582636326,0.0,True
10371,7.0,154.0,3.0,248.16666669999998,34.0,886.4791667000002,0.0,0.005128205,77.801588,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,True
8094,7.0,169.5,0.0,0.0,50.0,1557.916667,0.003773585,0.013207547,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,False
12427,2.0810030975337375,114.41533500213123,0.0,0.0,36.83799380493252,1344.3133592572642,5.400205962228545e-05,0.005695848540072369,12.063851518150933,0.0,1.0648024780269902,2.0,2.0,2.9675987609865047,2.0162006195067477,0.01620061950674756,0.0,True
11278,0.0,0.0,0.0,0.0,4.0,100.25,0.0,0.066666667,0.0,0.0,1.0,3.0,2.0,3.0,20.0,1.0,1.0,False
2086,1.0,78.0,0.0,0.0,21.0,555.8944444,0.0,0.002380952,24.75047619,0.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,True
16582,2.224250274290376,170.44359746865007,0.0,0.0,31.65156421431485,1443.0773132515162,0.013082263168924062,0.01208957124575358,6.325470365475411,0.0,2.1424379800081574,3.0,2.0,3.0,3.0818122942822184,1.0,0.693937431427406,True
18031,9.810125512119946,113.9051423144422,2.2860753072719677,6.096200819391914,77.37974897576011,1742.0573734611437,0.0025117075454480367,0.019972812582172553,15.277400073584507,0.0,7.0,1.7620251024239892,2.0,3.0,2.0,1.0,0.0,True
16197,3.567908367369183,84.68011465481867,0.47736387754360554,0.0,21.65845285719476,1206.529569714099,0.0,0.008566600896448869,13.831210466767457,0.0,3.1358167347383668,2.0,2.0,1.0,2.954727755087211,0.0,0.0,True
19653,9.98952226784509,230.7076528460398,1.673651821436607,20.90118217871339,203.70508501790133,7970.095945263172,0.0025310128221932887,0.014771562643609772,20.38435651994121,0.0,7.0,2.0,2.0,1.0,2.0,1.0,0.0,True
14807,4.0,45.90096404080232,0.0,0.0,2.2816724421179733,23.457707244300416,0.0,0.03266268443559433,0.0,0.0,7.281672442117973,1.8591637789410134,1.8591637789410134,5.295818894705067,2.42250866317696,0.0,0.8591637789410134,True
10299,0.0,0.0,0.0,0.0,56.0,2354.958333,0.0,0.018571429,0.0,0.0,7.0,2.0,2.0,3.0,2.0,0.0,1.0,False
18122,0.7489181979202115,0.0,2.497836395840423,79.24675459376064,108.17751926065418,3816.026411272065,0.020505724891980076,0.03956211595428814,0.7504475405557203,0.0,4.004327208319154,1.2510818020797885,2.004327208319154,1.0,2.497836395840423,1.0,0.0,True
5625,0.0,0.0,0.0,0.0,3.0,275.0,0.0,0.05,32.89701477,0.0,8.0,3.0,2.0,2.0,2.0,0.0,0.0,True
17923,1.0486930050968306,22.404510621406686,0.0,0.0,5.097386010193661,136.11095592614677,0.06585511691099508,0.06599833163330025,0.0,0.0,7.987826748725793,1.0121732512742077,1.036519753822623,1.0243465025484153,19.780881477064263,0.9878267487257923,0.0,True
11341,0.0,0.0,0.0,0.0,9.0,1178.25,0.0,0.025,0.0,0.0,7.0,3.0,2.0,1.0,10.0,1.0,0.0,False
6008,6.0,130.5,2.0,439.2,78.0,5526.080123,0.0,0.010699588000000001,0.838988251,0.0,7.0,2.0,2.0,9.0,1.0,1.0,0.0,False
3251,4.0,47.0,0.0,0.0,26.0,380.1666667,0.0,0.015873016,0.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,False
12535,3.684256993825607,83.68425699382561,0.0,0.0,13.389445803704636,909.668337411114,0.0,0.020932445936095227,38.89589046440142,0.0,3.778891607409271,3.0737027975302427,3.6105541962953644,1.4631486012348787,5.631486012348786,1.0,0.46314860123487855,True
19980,5.905367923280836,89.02381420371475,0.0,0.0,187.9104870287697,7112.589408705216,0.0020379219098376573,0.012676794428546866,30.273222267150658,0.0,7.0,1.6368290095898956,1.6368290095898956,1.726341980820209,2.0,1.0,0.0,True
7159,2.0,25.6,0.0,0.0,29.0,1199.916667,0.0,0.008888889,23.66358807,0.0,3.0,3.0,2.0,3.0,4.0,1.0,0.0,False
11496,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,7.0,1.0,1.0,6.0,2.0,1.0,0.0,False
1179,1.0,19.0,0.0,0.0,7.0,115.66666670000001,0.0,0.028571429,0.0,0.0,5.0,3.0,2.0,2.0,10.0,1.0,0.0,False
7697,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,4.0,1.0,8.0,1.0,1.0,1.0,0.0,False
15746,3.2249308104175265,61.18408217717789,0.0,0.0,30.55013837916495,1408.6060285561239,0.0,0.012031208313976721,17.72014946547914,0.0,3.3252075687474214,1.6124654052087632,1.6124654052087632,1.3875345947912368,4.325207568747421,0.6124654052087631,0.38753459479123686,True
13322,1.5302324544470114,48.530229273248636,3.7651162272235057,409.5987033596652,55.93953509110598,2957.5396440587015,0.002442496280693597,0.007159332683108838,14.868200720447877,0.0,5.7449612575921645,1.2550387424078353,1.2550387424078353,4.724806287960823,3.5302324544470114,0.7449612575921647,1.0,True
10759,1.0,15.0,1.0,4.0,49.0,711.3630952000001,0.0,0.002040816,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,False
6575,4.0,81.6,0.0,0.0,45.0,1096.42,0.041945289000000004,0.072659574,0.0,0.0,3.0,3.0,2.0,6.0,13.0,1.0,0.0,False
17485,1.0,18.237923889563852,0.0,0.0,25.85129756902259,1122.632652689175,0.025369632976156388,0.04586133926400354,16.9953318475091,0.0,6.223053646466112,1.0743512154887038,1.0743512154887038,3.0,1.0743512154887038,1.0,0.0,True
4234,8.0,433.1,2.0,309.0,36.0,1523.416667,0.011742424,0.016427739,7.9755,0.0,6.0,2.0,2.0,1.0,2.0,1.0,0.0,False
1859,0.0,0.0,0.0,0.0,10.0,139.70833330000002,0.0,0.02,0.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,False
10413,1.0,5.0,0.0,0.0,63.0,1405.327056,0.003174603,0.006349206,8.44235219,0.0,7.0,2.0,2.0,1.0,1.0,1.0,0.0,True
4302,0.0,0.0,0.0,0.0,74.0,2763.25,0.005405405,0.021288981000000002,27.74177162,0.0,6.0,2.0,5.0,3.0,6.0,1.0,0.0,False
10729,0.0,0.0,2.0,63.5,14.0,376.0,0.0375,0.040625,0.0,0.0,7.0,2.0,2.0,2.0,11.0,1.0,1.0,True
2264,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.066666667,0.0,0.0,6.0,2.0,2.0,1.0,4.0,1.0,1.0,False
5646,0.0,0.0,0.0,0.0,5.0,87.6,0.0,0.04,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,False
7612,1.0,4.0,1.0,0.0,22.0,360.65,0.0,0.01037037,1.453922921,0.0,8.0,2.0,2.0,1.0,2.0,1.0,0.0,True
8767,0.0,0.0,0.0,0.0,15.0,275.5,0.0044444440000000005,0.031111111,0.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,0.0,False
7270,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,False
19502,3.0,41.49780694491365,0.0,0.0,20.369558127745798,758.8608674383238,0.0,0.0198172077914893,37.56627686033891,0.0,6.778265123352522,2.0,2.073911625549159,7.741309310577943,2.926088374450841,1.0,0.0369558127745796,True
1140,0.0,0.0,0.0,0.0,9.0,459.83076919999996,0.0,0.001587302,0.0,0.0,5.0,3.0,2.0,8.0,2.0,1.0,1.0,False
1907,0.0,0.0,0.0,0.0,6.0,463.5,0.0,0.033333333,0.0,0.0,5.0,2.0,5.0,1.0,3.0,1.0,0.0,False
17089,4.442109150179919,134.23296159732854,0.8605272875449798,47.32900081497389,19.0,1764.0167657479483,0.0016408554570558516,0.0158228973554725,31.06802585892872,0.0,5.278945424910041,2.8605272875449796,2.0,1.0,3.5341998370052226,1.0,0.0,True
8855,0.0,0.0,0.0,0.0,3.0,15.0,0.066666667,0.133333333,0.0,0.0,7.0,2.0,2.0,1.0,3.0,1.0,0.0,False
17288,1.074480271055442,9.133082303971257,0.0,0.0,12.851039457889115,434.44688162633264,0.0,0.016378857440990095,70.54615946614652,0.0,6.462759864472279,1.537240135527721,5.851039457889116,5.686200677638605,4.925519728944558,0.462759864472279,0.462759864472279,True
10525,2.0,52.5,0.0,0.0,13.0,605.5,0.0,0.006666666999999999,0.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,0.0,False
6711,0.0,0.0,0.0,0.0,71.0,1057.2,0.12222222199999999,0.129580026,0.0,0.0,4.0,3.0,2.0,2.0,13.0,1.0,1.0,False
6920,0.0,0.0,0.0,0.0,39.0,706.2,0.074774775,0.09009009,0.0,0.0,9.0,3.0,2.0,1.0,13.0,1.0,0.0,False
6341,0.0,0.0,0.0,0.0,2.0,31.2,0.0,0.1,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,False
4089,1.0,21.0,0.0,0.0,20.0,973.5833332999998,0.00952381,0.016190476000000002,0.0,0.0,6.0,2.0,2.0,3.0,4.0,1.0,1.0,False
17716,8.186106517143255,141.91058472778252,7.3486271899986075,347.8121732945185,48.25686405000696,2001.17115852545,0.006694593770761105,0.009102570120025981,6.894041768355381,0.0,5.186106517143255,2.0,1.9069467414283725,3.813893482856745,2.0,1.0,0.0930532585716275,True
13974,0.0,0.0,0.0,0.0,27.855011702139727,513.7726647979159,0.006107226321710676,0.012140724348496754,1.1986829093895766,0.0,3.5799531914410854,2.8699297871616283,2.0,6.420046808558915,3.7547776593451556,0.8550117021397287,0.8550117021397287,True
13689,5.9218197198303955,89.78411974681991,0.0,0.0,55.921819719830395,954.025745102817,0.0071874659640942095,0.011400210198047312,1.8196868349628057,0.0,7.0,2.9218197198303955,2.0,3.765459159491187,2.0,1.0,0.9218197198303956,True
10206,0.0,0.0,0.0,0.0,13.0,597.625,0.007692308,0.034615385,0.0,0.0,7.0,3.0,2.0,1.0,8.0,1.0,0.0,True
5201,0.0,0.0,0.0,0.0,20.0,379.4166667,0.002857143,0.0295,0.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,False
2665,0.0,0.0,0.0,0.0,5.0,116.5,0.0,0.05,0.0,0.0,6.0,4.0,2.0,1.0,5.0,0.0,0.0,False
11596,0.0,0.0,0.0,0.0,47.0,1697.0583329999997,0.004347826,0.019565217,1.9907886719999999,0.0,1.0,2.0,2.0,7.0,1.0,1.0,0.0,False
2977,0.0,0.0,0.0,0.0,25.0,710.5,0.032,0.084,0.0,0.8,6.0,2.0,2.0,6.0,13.0,1.0,0.0,False
20465,1.492149870695355,6.714674418129098,0.25392506465232245,0.0,39.77747545256626,1152.3037140050335,0.0,0.02926746675101777,4.568912619068726,0.0,5.015700258609289,2.0,2.0,4.253925064652322,1.0,1.0,0.0,True
10121,6.0,184.2727273,0.0,0.0,32.0,1427.689394,0.010810811000000002,0.01966967,13.49031898,0.0,7.0,2.0,2.0,1.0,13.0,1.0,0.0,True
7033,11.0,373.62,9.0,322.8,191.0,3677.258176,0.009105690999999999,0.024303937999999997,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,1.0,False
19471,4.0,82.73417669512543,0.0,0.0,24.571029819786233,301.2859314329291,0.010053648682950318,0.03537852953387873,11.3177665583915,0.0,3.0,2.0,6.825751271301128,3.793562182174718,2.0,1.0,1.0,True
582,1.0,43.0,0.0,0.0,37.0,1505.166667,0.0,0.005263158,0.0,0.0,5.0,2.0,2.0,4.0,8.0,0.0,0.0,False
899,0.0,0.0,0.0,0.0,11.0,194.0,0.0,0.018181818,0.0,0.0,5.0,2.0,2.0,6.0,1.0,1.0,0.0,False
5882,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0,False
6615,10.0,515.6133333,3.0,85.14,50.0,1558.62,0.0036363640000000004,0.011878788000000001,12.12586885,0.0,0.0,3.0,2.0,4.0,4.0,1.0,1.0,True
10243,2.0,55.5,0.0,0.0,2.0,26.0,0.0,0.06,0.0,0.0,1.0,1.0,2.0,9.0,3.0,1.0,1.0,True
423,2.0,41.0,0.0,0.0,7.0,139.0,0.022222222000000003,0.055555556,0.0,0.0,5.0,2.0,5.0,6.0,2.0,1.0,1.0,False
20141,3.762392772667258,42.08505058569233,4.074969363619217,152.99275934883076,73.12454045428825,1341.1514162882052,0.0023117619278142606,0.008743096201190558,16.559515826464715,0.32249080908576494,6.462515318190392,2.4625153181903916,2.0,3.0,2.0,1.0,0.4625153181903917,True
11838,14.0,515.9821429,0.0,0.0,170.0,7128.75377,0.003370787,0.016081238,4.470297685,0.0,7.0,2.0,2.0,7.0,1.0,1.0,1.0,True
18552,1.601373785125337,22.95302425346316,2.1351650468337824,43.23709219838409,117.08132037467026,5148.217040867389,0.007921330733171665,0.027954510230433934,3.9653788209921976,0.0,7.0,2.0,2.0,5.398626214874663,2.0,1.0,1.0,True
1030,4.0,55.0,0.0,0.0,16.0,284.9,0.003333333,0.033333333,18.8649,0.0,5.0,1.0,1.0,2.0,10.0,1.0,0.0,False
17151,6.623385653993757,177.35090068204673,0.0,0.0,43.15567257411862,1749.9633836234766,0.0,0.007603050028625586,12.03560724907175,0.0,3.493542615975028,1.376614346006243,1.376614346006243,1.0,6.987085231950056,0.623385653993757,0.0,True
9454,8.0,636.0,0.0,0.0,52.0,3374.0166670000003,0.0,0.0037037040000000004,108.08938729999998,0.0,7.0,2.0,2.0,3.0,13.0,1.0,0.0,True
13776,3.3914405214904364,184.2687888838709,1.0,35.444676589115836,44.00626398856008,1529.7584729576229,0.0,0.0074344899745234115,21.64373206138813,0.0,3.6513568710573816,2.0,2.782881042980873,5.434237914038254,2.5657620859617456,0.3914405214904364,0.0,True
8438,0.0,0.0,2.0,386.0,36.0,1609.939744,0.0,0.009323308,12.50325678,0.0,7.0,2.0,2.0,3.0,3.0,1.0,0.0,True
9183,0.0,0.0,0.0,0.0,34.0,910.2333332999999,0.0,0.023529412000000003,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,False
4544,4.0,155.0,0.0,0.0,60.0,3086.398654,0.000287356,0.019676875,0.0,0.4,6.0,2.0,5.0,2.0,1.0,1.0,0.0,False
10006,0.0,0.0,0.0,0.0,30.0,1029.583333,0.003571429,0.009166667,0.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,False
7342,0.0,0.0,0.0,0.0,2.0,65.4,0.0,0.1,0.0,0.0,3.0,2.0,2.0,9.0,13.0,1.0,1.0,False
13411,6.489419997826986,403.20791602216474,0.0,0.0,30.06348001303808,825.6144964735562,0.0029661817753502194,0.025272499682190207,14.807236843966965,0.0,6.468259993480959,1.5105800021730138,4.936519986961917,1.9788399956539724,2.489419997826986,1.0,0.0,True
1258,7.0,110.25,0.0,0.0,20.0,266.5833333,0.011111111000000002,0.039753086,0.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,False
19563,0.0,0.0,0.0,0.0,13.903545500402934,448.6064570371928,0.0,0.018921125817678634,12.473999163794247,0.0,7.72117532139979,2.0,2.0,4.442350642799581,2.0,0.27882467860020965,1.0,True
16534,0.23183554872247958,1.622848841057357,0.0,0.0,27.681644512775204,898.1114538969275,0.0,0.009375112850638755,34.172750444227546,0.0,2.159177743612398,2.0,2.0,6.072657805110081,4.086519938502317,0.23183554872247958,0.0,True
13841,4.394005937069633,433.2286744607817,0.0,0.0,19.697002968534818,986.9060303041264,0.0,0.01225903898633775,22.58487323906067,0.0,2.514985157325917,1.6970029685348167,1.6970029685348167,2.3940059370696334,2.0,1.0,0.3029970314651834,True
4950,2.0,115.6,2.0,503.25,61.0,1880.271429,0.0,0.013347763,1.0360909090000001,0.0,6.0,2.0,2.0,1.0,4.0,1.0,0.0,False
11327,0.0,0.0,0.0,0.0,34.0,933.85,0.021875,0.031505682,0.0,0.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,False
19589,5.131117950947877,199.5125605100243,3.0,218.67130262654055,31.951056392416984,1898.6427929041479,0.008384117566578489,0.03209998498098569,13.425895059924343,0.0,6.0,2.868882049052123,2.0,3.262235901895754,11.819938441469109,1.0,0.0,True
19905,4.913758473038959,120.82785170670132,0.0,0.0,65.72349149672722,2040.8472524603305,0.00024725568095816035,0.013244859399324804,5.346266795681967,0.0,4.827516946077917,2.0,3.275838982025972,3.5345635629090975,2.0,1.0,0.0,True
14530,0.0,0.0,0.0,0.0,22.07340072442915,1135.8253256079577,0.0,0.004268553805013466,26.248579642062463,0.0,3.5262145444389814,1.4947570911122037,6.020971635551185,1.0,6.547186179990167,1.0,0.5052429088877963,True
9309,0.0,0.0,0.0,0.0,53.0,661.4455285,0.000754717,0.006528045,0.0,0.0,7.0,3.0,2.0,1.0,11.0,1.0,1.0,False
664,0.0,0.0,0.0,0.0,12.0,689.2857142999999,0.0,0.058333333,0.0,0.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,False
3176,0.0,0.0,0.0,0.0,86.0,1699.6666670000002,0.013953488,0.026830934,0.0,0.6,6.0,2.0,5.0,3.0,3.0,1.0,0.0,False
7913,2.0,63.5,0.0,0.0,9.0,99.06666667,0.036363636,0.072727273,0.0,0.0,8.0,1.0,1.0,1.0,4.0,1.0,0.0,False
3391,0.0,0.0,0.0,0.0,2.0,49.0,0.0,0.033333333,0.0,0.0,6.0,3.0,2.0,3.0,3.0,1.0,0.0,False
14276,14.796869249476462,675.8607981072263,0.0,0.0,150.9553275687361,3562.189557726121,6.269468110308568e-05,0.008674629377680522,6.031654118882688,0.0,1.0870560359386587,2.01450933932311,2.0,5.94196264270756,1.01450933932311,1.0,0.0,True
2487,0.0,0.0,0.0,0.0,69.0,653.2777778,0.014705882,0.053431373,0.0,0.6,6.0,2.0,4.0,7.0,4.0,1.0,0.0,False
10662,0.0,0.0,0.0,0.0,10.0,199.66666669999998,0.01,0.045,0.0,0.0,7.0,3.0,2.0,4.0,3.0,1.0,0.0,False
2210,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,6.0,1.0,1.0,7.0,3.0,1.0,0.0,False
20762,1.801960763199388,32.41834130775767,1.0,11.00816984686379,102.41078419759663,3586.3677939308723,0.008695054805606672,0.016641765218961206,51.38334212264812,0.0,7.0,1.599019618400306,2.0,1.0,8.589215802403366,1.0,0.599019618400306,True
16270,0.0,0.0,0.0,0.0,41.587264220292425,779.2938287436774,0.0005222372339786042,0.005781510940707043,335.64364226585144,0.0,1.0,7.195754740097476,12.425539100069626,8.0808625601114,18.965970380125327,0.0,0.0,True
4605,0.0,0.0,0.0,0.0,12.0,697.1666667000001,0.0,0.016666667,0.0,0.6,6.0,2.0,4.0,2.0,6.0,1.0,0.0,False
5222,0.0,0.0,1.0,0.0,35.0,1742.8833329999998,0.011428571,0.041142857000000005,0.0,0.0,6.0,2.0,2.0,1.0,4.0,1.0,0.0,False
9175,0.0,0.0,0.0,0.0,21.0,1461.833333,0.021052632,0.036842105,23.82324931,0.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,True
16044,0.5706469747635475,14.665627251423171,0.0,0.0,7.2880590757093575,147.55059494984087,0.008587060504729049,0.04206538103770864,33.814881642664986,0.0,1.7119409242906425,2.0,3.7119409242906425,3.576118151418715,7.8641772271280725,0.42935302523645247,0.0,True
9014,0.0,0.0,0.0,0.0,10.0,379.0833333,0.0,0.0125,0.0,0.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,False
17689,2.695559042750967,26.674803024976814,0.0,0.0,104.89058258131999,2540.046718088908,0.002343964472899505,0.009334760208197453,8.937270528638908,0.0,7.0,2.0,2.0,3.0216692820632254,7.717228324814192,1.0,0.0,True
1220,0.0,0.0,0.0,0.0,4.0,49.5,0.0,0.016666667,0.0,0.0,5.0,2.0,2.0,9.0,2.0,1.0,0.0,False
3125,1.0,60.0,1.0,15.0,26.0,670.1666667000001,0.0,0.003846154,0.0,0.0,6.0,2.0,2.0,3.0,4.0,1.0,0.0,False
1259,0.0,0.0,0.0,0.0,6.0,546.0,0.0,0.04,35.49,0.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,True
12506,0.0,0.0,0.0,0.0,49.92000330027086,1892.717805856795,0.012263933303300929,0.030062597235937315,0.0,0.0,7.0,1.0,1.0,3.4750010313346427,11.514999381199214,1.0,1.0,True
7554,0.0,0.0,1.0,56.4,14.0,103.7579088,0.0,0.026666667,45.92878029,0.0,7.0,2.0,2.0,2.0,20.0,1.0,0.0,True
18142,6.456058632207039,174.49949494700493,11.361517914910145,414.0332899085549,44.4660456047735,2710.1848937937284,0.011780588764973909,0.03081268275885903,9.382691265252532,0.0,5.091211726441408,2.0,2.0,2.4560586322070392,2.091211726441408,1.0,0.9087882735585922,True
7217,4.0,34.93333333,0.0,0.0,2.0,22.8,0.0,0.028571429,0.0,0.0,8.0,2.0,2.0,4.0,2.0,0.0,0.0,False
348,3.0,64.0,0.0,0.0,24.0,832.0909091,0.0,0.009876543,0.0,0.0,5.0,2.0,10.0,1.0,3.0,0.0,0.0,False
18592,0.0,0.0,0.0,0.0,28.118546419846787,1409.6698701967343,0.0,0.011068239405113423,96.55159579955341,0.0,6.0592732099233935,3.0592732099233935,1.4703633950383033,3.8221803702298187,2.5296366049616967,1.0,0.0,True
6842,8.0,86.06190476,2.0,186.2333333,49.0,1088.636905,0.015456988999999999,0.029589442999999997,0.0,0.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,False
3637,0.0,0.0,0.0,0.0,4.0,59.0,0.125,0.175,0.0,0.8,6.0,2.0,2.0,4.0,1.0,1.0,0.0,False
14645,0.0,0.0,0.0,0.0,34.18326430874407,888.5636946509098,0.005355281282596609,0.02335828524094664,7.79211439457305,0.18743483551913956,6.0,2.0,2.0,6.062825822404302,3.062825822404302,1.0,0.06282582240430223,True
14789,0.0,0.0,0.0,0.0,10.529788817138758,315.316804966227,0.0,0.020785770748678566,17.609521490313732,0.0,5.264894408569379,2.0,3.4702111828612416,2.8542608599856534,7.470211182861242,0.26489440856937907,0.7351055914306209,True
19995,1.3754427678827126,55.22291099251906,0.0,0.0,71.49114464234574,3396.2828367678853,0.007667454732300421,0.023910848508764616,5.958795487144003,0.0,7.624557232117287,2.0,3.249114464234575,1.7508855357654252,1.6245572321172874,1.0,0.0,True
5356,0.0,0.0,0.0,0.0,12.0,70.0,0.15,0.166666667,0.0,0.4,6.0,1.0,1.0,3.0,3.0,1.0,0.0,False
8846,0.0,0.0,0.0,0.0,14.0,238.66666669999998,0.0,0.003846154,0.0,0.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,False
6898,4.0,102.2,0.0,0.0,10.0,226.4,0.015384615,0.076923077,0.0,0.0,8.0,3.0,2.0,1.0,13.0,1.0,0.0,False
13704,2.9634080127645523,54.07547865273813,0.9817040063822761,27.684052979980184,23.76215208296959,203.04153321258303,0.00010164441711890793,0.008768431731944406,44.1242691821752,0.0,4.0,2.0,2.0,1.0731839744708958,3.9634080127645523,1.0,0.0,True
20042,0.0,0.0,0.0,0.0,9.401747890978818,265.7035091336651,0.008034957819576352,0.024750177145406258,9.764936810611074,0.0,6.401747890978817,2.1965042180423646,1.5982521090211823,4.393008436084729,9.794756327063547,1.0,0.0,True
8052,4.0,49.5,0.0,0.0,4.0,180.5,0.028571429,0.028571429,0.0,0.0,1.0,3.0,2.0,6.0,10.0,1.0,0.0,False
16916,3.0949636271388266,45.908627135892594,2.5158272711898046,14.517698189813016,83.71510911858351,5435.277076378017,0.011930181216326292,0.030771054180481296,2.323832613619995,0.10316545423796089,4.547481813569413,2.0,2.0,4.610790898328631,2.031654542379609,1.0,0.0,True
8071,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,False
14887,0.0,0.0,0.0,0.0,3.2726023580865453,65.01698263763083,0.0,0.03636988209567274,26.94163421275546,0.0,2.453421222778907,1.5452047161730904,1.2726023580865453,6.636988209567274,2.7273976419134547,0.2726023580865452,0.2726023580865452,True
4586,0.0,0.0,0.0,0.0,21.0,1045.0,0.0,0.031746032,0.0,0.0,6.0,2.0,6.0,2.0,13.0,1.0,0.0,False
9322,0.0,0.0,3.0,34.3,137.0,4045.7266340000006,0.009993099,0.021710569,0.0,0.0,7.0,1.0,2.0,1.0,2.0,1.0,0.0,False
5753,6.0,1672.033333,0.0,0.0,28.0,518.3966667,0.006060606,0.013333333000000001,0.0,0.0,8.0,2.0,2.0,3.0,2.0,1.0,1.0,False
12289,0.0,0.0,0.0,0.0,3.0,172.0,0.0,0.066666667,0.0,0.0,1.0,2.0,13.0,9.0,20.0,1.0,0.0,False
11034,0.0,0.0,0.0,0.0,9.0,521.0,0.0,0.02962963,0.0,0.0,1.0,3.0,2.0,3.0,11.0,0.0,0.0,False
1652,1.0,7.0,2.0,562.0,36.0,1300.190476,0.010810811000000002,0.038738739,0.0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,False
