Administrative;Administrative_Duration;Informational;Informational_Duration;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;SpecialDay;Month;OperatingSystems;Browser;Region;TrafficType;VisitorType;Weekend;Revenue
0.0;0.0;0.0;0.0;13.0;598.5;0.0;0.016666667;0.0;0.0;7.0;2.0;10.0;7.0;2.0;0.0;0.0;False
3.0;163.375;0.0;0.0;4.0;24.0;0.0;0.028571429;0.0;0.0;7.0;2.0;2.0;1.0;3.0;2.0;1.0;False
1.0;18.0;2.0;13.0;20.0;128.727.381;0.015873016;0.038095238;0.0;0.0;7.0;3.0;2.0;4.0;2.0;2.0;0.0;False
13.0;21.633.333.330.000.000;1.0;9.0;59.0;9.853.151.515.000.000;0.0;0.004545455;16.723.083.359.999.900;0.0;7.0;2.0;2.0;4.0;10.0;2.0;1.0;True
0.0;0.0;0.0;0.0;23.0;2420.65;0.013043478;0.047826087;0.0;0.0;7.0;4.0;1.0;9.0;3.0;2.0;0.0;False
1.0;0.0;0.0;0.0;9.0;3.003.333.333;0.041666667000000004;0.06875;0.0;0.0;1.0;3.0;2.0;9.0;1.0;2.0;0.0;False
3.0;114.125;1.0;13.0;64.0;16.029.402.599.999.900;0.013432836;0.028731343;2.988.386.066;0.0;7.0;3.0;2.0;1.0;3.0;2.0;1.0;False
10.0;1455.35;0.0;0.0;66.0;1.646.612.195;0.007142857;0.029065112;0.0;0.0;7.0;2.0;2.0;1.0;2.0;2.0;1.0;False
6.0;198.5;0.0;0.0;41.0;18.240.833.329.999.900;0.0;0.01;0.0;0.0;1.0;3.0;2.0;3.0;11.0;0.0;0.0;False
13.0;493.75;0.0;0.0;22.0;1525.0;0.008;0.018666666999999998;2.500.423.187;0.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;True
0.0;0.0;0.0;0.0;6.0;11.441.666.670.000.000;0.0;0.016666667;0.0;0.0;7.0;3.0;2.0;1.0;6.0;0.0;1.0;False
0.0;0.0;0.0;0.0;53.0;17.686.570.510.000.000;0.0;0.003921569000000001;0.0;0.0;7.0;2.0;4.0;3.0;2.0;2.0;0.0;False
8.0;2086.75;1.0;46.5;81.0;5546.0;0.002325581;0.014562569;1.556.462.164;0.0;7.0;2.0;2.0;1.0;2.0;2.0;0.0;True
9.0;17.733.333.330.000.000;0.0;0.0;70.0;2.346.220.238;0.0028985509999999996;0.003457557;0.0;0.0;7.0;1.0;1.0;5.0;3.0;2.0;0.0;False
0.0;0.0;0.0;0.0;19.0;2.177.333.333;0.0;0.010526316;0.0;0.0;1.0;2.0;4.0;1.0;2.0;0.0;0.0;False
17.0;23.992.884.619.999.900;2.0;60.5;49.0;1.929.185.664;0.017486339;0.025063352;2.580.028.334;0.0;1.0;3.0;2.0;1.0;13.0;2.0;0.0;False
2.0;136.5;0.0;0.0;8.0;1261.5;0.0;0.01;0.0;0.0;1.0;8.0;1.0;3.0;2.0;2.0;1.0;False
0.0;0.0;0.0;0.0;41.0;898.15;0.0;0.011282051000000001;1.951.010.101;0.0;1.0;2.0;5.0;3.0;1.0;2.0;0.0;True
5.0;111.3;0.0;0.0;138.0;4.172.115.720.000.000;0.0;0.008337205;1.763.434.621;0.0;7.0;2.0;2.0;9.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;7.0;143.0;0.0;0.028571429;0.0;0.0;7.0;2.0;5.0;2.0;3.0;2.0;0.0;False
4.0;85.0;0.0;0.0;3.0;43.5;0.0;0.05;0.0;0.0;1.0;1.0;1.0;1.0;8.0;0.0;1.0;False
4.0;24.5;0.0;0.0;29.0;749.125;0.005882353000000001;0.02745098;0.0;0.0;7.0;1.0;1.0;3.0;2.0;2.0;0.0;True
5.0;448.5;4.0;52.0;81.0;2.537.807.082;0.013793103000000001;0.028674678;0.0;0.0;7.0;3.0;2.0;3.0;2.0;2.0;1.0;False
0.0;0.0;0.0;0.0;11.0;580.25;0.022222222000000003;0.04444444400000001;0.0;0.0;7.0;3.0;2.0;1.0;2.0;2.0;1.0;False
5.0;111.0;1.0;11.0;55.0;349.406.746;0.0;0.029188712999999998;4.007.065.498;0.0;7.0;2.0;2.0;3.0;1.0;2.0;0.0;False
3.0;16.0;6.0;13.783.333.330.000.000;15.0;1.605.583.333;0.011594203;0.037267081;0.0;0.0;7.0;2.0;10.0;1.0;2.0;2.0;0.0;True
5.0;45.0;0.0;0.0;59.0;1.100.475;0.0;0.008391881;247.526.533;0.0;7.0;2.0;5.0;4.0;2.0;2.0;1.0;True
4.0;112.875;0.0;0.0;6.0;134.675;0.0;0.037037037;0.0;0.0;7.0;1.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;9.0;29.639.285.710.000.000;0.0;0.025;0.0;0.0;1.0;1.0;1.0;1.0;3.0;2.0;0.0;False
0.0;0.0;0.0;0.0;20.0;691.75;0.0;0.003333333;0.0;0.0;1.0;3.0;2.0;4.0;2.0;0.0;0.0;False
0.0;0.0;0.0;0.0;9.0;444.0;0.0;0.04444444400000001;0.0;0.0;7.0;2.0;2.0;6.0;13.0;2.0;0.0;False
13.0;31.183.009.350.000.000;4.0;201.5;166.0;68.504.993.349.999.900;0.0;0.017541022;4.115.853.586;0.0;1.0;2.0;2.0;1.0;3.0;2.0;0.0;False
5.0;152.5;0.0;0.0;15.0;2.911.666.667;0.0;0.02;0.0;0.0;1.0;4.0;1.0;1.0;2.0;0.0;1.0;False
0.0;0.0;0.0;0.0;8.0;232.5;0.0;0.05;0.0;0.0;7.0;4.0;2.0;1.0;2.0;0.0;0.0;False
0.0;0.0;0.0;0.0;40.0;2.046.832.418;0.004166667;0.033880952;0.0;0.0;7.0;1.0;8.0;1.0;11.0;2.0;0.0;True
3.0;83.0;4.0;220.25;106.0;2.974.734.799;0.005165165;0.02044187;1.903.391.341;0.0;7.0;2.0;2.0;7.0;2.0;2.0;0.0;True
0.0;0.0;0.0;0.0;13.0;277.0;0.0;0.015384615;0.0;0.0;7.0;4.0;1.0;1.0;8.0;2.0;0.0;False
4.0;92.75;0.0;0.0;9.0;108.25;0.0;0.021428571;0.0;0.0;7.0;2.0;2.0;3.0;2.0;0.0;0.0;False
2.0;64.5;0.0;0.0;24.0;1.151.136.905;0.0;0.0186;1.527.655.756;0.0;1.0;2.0;2.0;3.0;2.0;2.0;0.0;True
0.0;0.0;3.0;584.0;66.0;20.605.083.329.999.900;0.005797101;0.022567287999999998;0.0;0.0;7.0;2.0;2.0;1.0;1.0;2.0;0.0;False
9.0;2.013.666.667;1.0;204.0;116.0;2.764.290.278;0.000655738;0.005854801;427.752.197;0.0;7.0;3.0;2.0;2.0;2.0;2.0;0.0;True
1.0;11.0;0.0;0.0;15.0;175.75;0.0;0.025;0.0;0.0;7.0;1.0;1.0;2.0;2.0;0.0;0.0;False
1.0;466.0;0.0;0.0;6.0;6.095.416.667.000.000;0.033333333;0.11666666699999999;0.0;0.0;7.0;2.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;64.0;2.264.091.667;0.00625;0.008854167;0.0;0.0;7.0;1.0;1.0;3.0;10.0;2.0;0.0;False
2.0;75.0;0.0;0.0;9.0;349.0;0.0;0.01;0.0;0.0;1.0;2.0;4.0;3.0;8.0;2.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;1.0;2.0;2.0;2.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;11.0;546.75;0.036363636;0.054545455;0.0;0.0;7.0;2.0;2.0;5.0;1.0;2.0;0.0;False
10.0;3.179.583.333;4.0;821.0;20.0;781.425;0.0;0.002666667;0.0;0.0;1.0;2.0;2.0;7.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;8.0;46.366.666.669.999.900;0.0;0.0375;0.0;0.0;7.0;1.0;1.0;1.0;3.0;2.0;0.0;False
2.0;20.0;0.0;0.0;66.0;33.916.858.799.999.900;0.028955223999999998;0.038335617999999995;0.0;0.0;1.0;3.0;2.0;8.0;1.0;2.0;0.0;False
2.0;63.0;0.0;0.0;4.0;43.75;0.016666667;0.016666667;0.0;0.0;7.0;1.0;2.0;3.0;2.0;0.0;0.0;False
0.0;0.0;0.0;0.0;41.0;1.423.833.333;0.007317073;0.030243902000000003;0.0;0.0;1.0;2.0;2.0;1.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;1.0;3.0;2.0;4.0;13.0;2.0;0.0;False
4.0;157.0;0.0;0.0;20.0;834.075;0.0;0.013333333000000001;484.736.534;0.0;1.0;2.0;2.0;1.0;2.0;2.0;0.0;True
0.0;0.0;0.0;0.0;21.0;706.7;0.052380952;0.074716553;0.0;0.0;7.0;3.0;2.0;3.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;35.0;806.125;0.012121212;0.024444444;0.0;0.0;7.0;1.0;1.0;4.0;2.0;2.0;0.0;False
13.0;29.592.857.139.999.900;5.0;17.9;154.0;6.759.311.928;0.0057674169999999995;0.02883646;0.0;0.0;7.0;2.0;2.0;3.0;10.0;2.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;False
0.0;0.0;0.0;0.0;12.0;440.75;0.0;0.041666667000000004;0.0;0.0;1.0;2.0;2.0;6.0;1.0;2.0;1.0;False
1.0;20.0;1.0;115.0;50.0;1.404.459.091;0.013000000000000001;0.044000000000000004;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;False
8.0;2.880.875;0.0;0.0;20.0;3.269.277.778;0.033333333;0.059464286;0.0;0.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;False
5.0;925.625;0.0;0.0;2.0;99.5;0.0;0.022222222000000003;0.0;0.0;7.0;2.0;2.0;1.0;8.0;0.0;1.0;True
0.0;0.0;0.0;0.0;6.0;137.0;0.066666667;0.1;0.0;0.0;7.0;1.0;1.0;1.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;2.0;64.5;0.0;0.05;0.0;0.0;7.0;3.0;2.0;8.0;2.0;2.0;0.0;False
5.0;83.0;0.0;0.0;69.0;2.517.216.667;0.000342466;0.021765601000000002;0.0;0.0;7.0;2.0;2.0;9.0;2.0;2.0;0.0;False
1.0;7.5;0.0;0.0;63.0;3.060.055.556;0.024623656;0.03604734;0.0;0.0;7.0;3.0;2.0;1.0;3.0;2.0;0.0;False
10.0;3.228.333.333;1.0;12.0;28.0;8.662.166.667.000.000;0.006451613;0.012903226;0.0;0.0;1.0;2.0;4.0;7.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;8.0;188.0;0.05;0.0875;0.0;0.0;1.0;1.0;1.0;2.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;49.0;2.110.124.603;0.0;0.004081633;6.293.549.178;0.0;7.0;2.0;2.0;1.0;10.0;2.0;0.0;True
1.0;65.5;1.0;0.0;82.0;5.316.459.524;0.005;0.01125;7.725.951.671;0.0;7.0;1.0;1.0;9.0;3.0;2.0;1.0;True
0.0;0.0;0.0;0.0;15.0;1.767.666.667;0.0125;0.051041667;0.0;0.0;7.0;2.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;9.0;591.25;0.0;0.022222222000000003;0.0;0.0;1.0;2.0;2.0;6.0;13.0;2.0;0.0;False
2.0;197.5;0.0;0.0;17.0;820.5;0.011111111000000002;0.011111111000000002;0.0;0.0;1.0;1.0;1.0;1.0;8.0;2.0;0.0;False
0.0;0.0;0.0;0.0;5.0;368.0;0.0;0.016666667;0.0;0.0;1.0;4.0;1.0;2.0;1.0;2.0;1.0;False
0.0;0.0;0.0;0.0;3.0;158.0;0.033333333;0.033333333;0.0;0.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0;False
0.0;0.0;0.0;0.0;5.0;72.0;0.0;0.05;0.0;0.0;1.0;3.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;49.0;29.903.125;0.012244898;0.038231293;0.0;0.0;7.0;3.0;2.0;7.0;13.0;2.0;0.0;False
0.0;0.0;0.0;0.0;37.0;2.152.588.889;0.001081081;0.017747748;0.0;0.0;1.0;3.0;3.0;3.0;3.0;2.0;0.0;False
8.0;1.592.916.667;2.0;14.666.666.669.999.900;14.0;17.225.833.329.999.900;0.0;0.031578947;0.0;0.0;7.0;4.0;1.0;3.0;8.0;0.0;0.0;True
2.0;44.5;0.0;0.0;137.0;7.012.266.795.999.990;0.008321168;0.01964546;0.0;0.0;7.0;1.0;1.0;1.0;10.0;2.0;1.0;True
1.0;60.5;0.0;0.0;21.0;3.209.833.333;0.0;0.01;0.0;0.0;7.0;2.0;5.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;1.0;8.0;13.0;9.0;20.0;1.0;0.0;False
8.0;18.308.333.330.000.000;1.0;40.5;349.0;6.879.801.826.000.000;0.000568182;0.004306345;1.625.051.033;0.0;7.0;4.0;2.0;9.0;10.0;2.0;0.0;False
1.0;49.0;0.0;0.0;112.0;2.237.603.885;0.003933137;0.019128308;0.0;0.0;1.0;1.0;1.0;4.0;2.0;2.0;0.0;False
3.0;284.0;0.0;0.0;33.0;2270.75;0.0;0.010840336;0.0;0.0;1.0;2.0;2.0;7.0;2.0;2.0;0.0;False
2.0;50.0;0.0;0.0;24.0;602.25;0.0;0.003846154;0.0;0.0;7.0;2.0;2.0;1.0;2.0;2.0;1.0;False
12.0;15.859.523.810.000.000;2.0;167.0;48.0;1.256.291.667;0.003846154;0.016570513000000002;2.976.290.794;0.0;7.0;3.0;2.0;1.0;2.0;2.0;0.0;False
8.0;47.0;0.0;0.0;18.0;17.965.833.329.999.900;0.0;0.02173913;0.0;0.0;7.0;2.0;2.0;2.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;9.0;269.7;0.0;0.033333333;0.0;0.0;1.0;3.0;2.0;3.0;10.0;0.0;0.0;False
2.0;33.75;0.0;0.0;6.0;96.0;0.0;0.025;0.0;0.0;1.0;2.0;2.0;4.0;2.0;0.0;0.0;False
4.0;53.75;0.0;0.0;41.0;113.080.754;0.019047619;0.018783069;0.0;0.0;1.0;3.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;42.0;1.333.914.286;0.01;0.01094246;0.0;0.0;7.0;1.0;2.0;2.0;2.0;2.0;0.0;False
2.0;34.0;0.0;0.0;35.0;19.071.354.170.000.000;0.006944444;0.021993464;6.425.350.176;0.0;1.0;2.0;2.0;1.0;10.0;2.0;1.0;False
0.0;0.0;0.0;0.0;40.0;1.085.333.333;0.0075;0.045;0.0;0.0;1.0;2.0;2.0;6.0;1.0;2.0;0.0;False
9.0;2.720.416.667;6.0;502.75;33.0;3.239.418.207;0.02;0.025011905;1.702.873.771;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;1.0;1.0;1.0;6.0;2.0;2.0;1.0;False
3.0;109.0;0.0;0.0;70.0;2002.25;0.0;0.004166667;0.0;0.0;7.0;2.0;2.0;1.0;2.0;0.0;0.0;False
0.0;0.0;1.0;77.0;58.0;3757.75;0.015819209;0.038418079;0.0;0.0;7.0;2.0;5.0;1.0;1.0;2.0;0.0;True
0.0;0.0;0.0;0.0;11.0;115.25;0.027272727000000004;0.045454545;0.0;0.0;7.0;3.0;2.0;9.0;10.0;0.0;1.0;False
0.0;0.0;0.0;0.0;8.0;204.75;0.0;0.033333333;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;False
2.0;33.5;0.0;0.0;8.0;556.0;0.0;0.015151515;0.0;0.0;1.0;2.0;2.0;1.0;2.0;0.0;1.0;False
0.0;0.0;3.0;50.5;6.0;238.55;0.0;0.018518519;0.0;0.0;7.0;3.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;16.0;4.231.833.333.000.000;0.0125;0.016071428999999998;0.0;0.0;7.0;3.0;2.0;7.0;10.0;2.0;0.0;False
0.0;0.0;0.0;0.0;22.0;1664.0;0.03030303;0.032424242;0.0;0.0;7.0;1.0;1.0;1.0;2.0;2.0;0.0;True
0.0;0.0;0.0;0.0;2.0;46.5;0.1;0.1;0.0;0.0;7.0;2.0;2.0;3.0;1.0;2.0;0.0;False
3.0;15.916.666.669.999.900;2.0;8.0;69.0;2.766.942.172;0.0028169009999999997;0.028665325;5.931.332.852.000.000;0.0;1.0;2.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;7.0;1.0;1.0;2.0;2.0;2.0;0.0;False
2.0;64.5;1.0;0.0;97.0;269.610.873;0.003436426;0.021408935;5.770.973.155;0.0;7.0;2.0;2.0;1.0;13.0;2.0;0.0;True
5.0;34.5;0.0;0.0;8.0;154.5;0.022222222000000003;0.014814815;0.0;0.0;1.0;3.0;2.0;4.0;2.0;2.0;0.0;False
1.0;139.5;0.0;0.0;100.0;1.831.149.084;0.0;0.000505051;0.0;0.0;1.0;2.0;2.0;3.0;2.0;0.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;7.0;4.0;1.0;1.0;3.0;0.0;0.0;False
4.0;45.0;0.0;0.0;7.0;246.5;0.03;0.03;0.0;0.0;1.0;2.0;2.0;1.0;2.0;2.0;0.0;False
1.0;6.0;0.0;0.0;14.0;1626.0;0.051282050999999995;0.092307692;0.0;0.0;7.0;1.0;1.0;1.0;1.0;2.0;0.0;False
4.0;4.392.857.143;0.0;0.0;182.0;9.951.359.644;0.003850267;0.021183788;8.665.280.917.999.990;0.0;7.0;2.0;2.0;1.0;2.0;2.0;0.0;True
2.0;569.0;1.0;58.5;23.0;9.416.994.048;0.0;0.008;9.331.744.184;0.0;1.0;2.0;2.0;4.0;2.0;0.0;0.0;True
1.0;5.0;2.0;66.5;64.0;17.165.833.329.999.900;0.012121212;0.019444443999999998;0.0;0.0;7.0;4.0;2.0;1.0;2.0;2.0;1.0;False
0.0;0.0;0.0;0.0;20.0;597.25;0.0;0.02;0.0;0.0;1.0;2.0;2.0;1.0;13.0;2.0;0.0;False
0.0;0.0;0.0;0.0;7.0;43.0;0.085714286;0.121428571;0.0;0.0;1.0;3.0;2.0;1.0;1.0;2.0;0.0;False
3.0;3.758.333.333;0.0;0.0;67.0;19.825.236.109.999.900;0.004411765;0.010971792;0.0;0.0;1.0;2.0;2.0;3.0;1.0;2.0;0.0;False
1.0;2.0;0.0;0.0;61.0;1.335.737.854;0.0;0.002;2.015.710.234;0.0;7.0;4.0;4.0;1.0;2.0;2.0;1.0;True
0.0;0.0;0.0;0.0;28.0;6.909.583.332.999.990;0.0;0.022857142999999996;0.0;0.0;7.0;2.0;2.0;6.0;2.0;2.0;1.0;False
13.0;3.319.833.333;5.0;128.0;202.0;8.217.678.753;0.0019047620000000002;0.013668745;3.651.726.351;0.0;7.0;2.0;2.0;3.0;10.0;2.0;1.0;True
0.0;0.0;2.0;157.5;35.0;5.999.808.333;0.005405405;0.027207207;0.0;0.0;1.0;2.0;2.0;4.0;1.0;2.0;1.0;False
4.0;56.25;0.0;0.0;10.0;182.25;0.0;0.025;0.0;0.0;7.0;3.0;2.0;6.0;2.0;0.0;0.0;False
6.0;224.875;0.0;0.0;21.0;845.75;0.0;0.008695652;0.0;0.0;1.0;8.0;13.0;9.0;20.0;1.0;0.0;False
6.0;279.0;2.0;69.5;41.0;1430.25;0.0;0.009929078000000001;38.360.799.310.000.000;0.0;1.0;2.0;2.0;2.0;7.0;2.0;0.0;True
0.0;0.0;0.0;0.0;4.0;179.25;0.0;0.05;0.0;0.0;1.0;2.0;2.0;6.0;2.0;2.0;0.0;False
8.0;19.770.833.330.000.000;6.0;1.305.166.667;35.0;1.359.771.429;0.004761905;0.018611111;3.498.992.634;0.0;7.0;3.0;2.0;1.0;11.0;2.0;1.0;False
1.0;3.0;2.0;34.0;41.0;10.215.194.439.999.900;0.009302326;0.017829457;0.0;0.0;1.0;1.0;2.0;3.0;2.0;0.0;1.0;False
2.0;34.5;0.0;0.0;17.0;49.183.333.330.000.000;0.0;0.014705882;0.0;0.0;1.0;1.0;1.0;3.0;2.0;0.0;0.0;False
0.0;0.0;0.0;0.0;38.0;9.079.432.539.999.990;0.0;0.005405405;23.664.587.100.000.000;0.0;1.0;2.0;2.0;1.0;2.0;2.0;0.0;True
0.0;0.0;1.0;78.0;108.0;8.402.715.986;0.008873457;0.019558305;0.0;0.0;7.0;3.0;2.0;2.0;13.0;2.0;0.0;False
0.0;0.0;0.0;0.0;4.0;18.433.333.330.000.000;0.1;0.0875;0.0;0.0;1.0;3.0;2.0;3.0;2.0;2.0;0.0;False
2.0;49.7;1.0;0.0;64.0;19.918.225.670.000.000;0.014830918;0.022398206;2.174.053.053;0.0;7.0;1.0;1.0;1.0;2.0;2.0;1.0;False
4.0;61.25;0.0;0.0;21.0;595.75;0.038095238;0.076190476;0.0;0.0;1.0;2.0;2.0;4.0;1.0;2.0;0.0;False
0.0;0.0;3.0;588.0;153.0;5.315.211.905;0.006174089000000001;0.020586081000000003;0.0;0.0;7.0;2.0;2.0;1.0;3.0;2.0;0.0;False
5.0;110.0;6.0;1188.5;230.0;9.648.177.094;0.0044444440000000005;0.015486638999999998;33.594.356.530.000.000;0.0;7.0;2.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;5.0;73.0;0.12;0.16;0.0;0.0;7.0;2.0;2.0;2.0;3.0;2.0;0.0;False
2.0;47.0;1.0;0.0;20.0;7.389.107.142.999.990;0.017391304;0.023671498;0.0;0.0;7.0;3.0;2.0;1.0;2.0;2.0;0.0;False
4.0;20.5;1.0;59.0;5.0;83.5;0.0;0.014814815;0.0;0.0;1.0;2.0;2.0;9.0;3.0;2.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;False
1.0;4.0;0.0;0.0;22.0;1749.0;0.0;0.015;0.0;0.0;1.0;2.0;2.0;3.0;10.0;2.0;0.0;False
0.0;0.0;0.0;0.0;7.0;14.045.833.330.000.000;0.028571429;0.034285714;0.0;0.0;7.0;3.0;3.0;9.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;37.0;6.985.416.667.000.000;0.0038095240000000003;0.015238095;0.0;0.0;7.0;2.0;2.0;6.0;11.0;2.0;0.0;False
2.0;76.5;0.0;0.0;10.0;12.322.916.670.000.000;0.022857142999999996;0.059444444000000006;0.0;0.0;1.0;1.0;2.0;1.0;10.0;2.0;0.0;False
1.0;576.0;0.0;0.0;13.0;587.75;0.030769231;0.061538462;0.0;0.0;7.0;1.0;1.0;4.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;2.0;17.0;0.0;0.1;0.0;0.0;1.0;8.0;2.0;7.0;2.0;2.0;0.0;False
0.0;0.0;2.0;21.0;0.0;0.0;0.0;0.05;0.0;0.0;1.0;1.0;1.0;4.0;10.0;0.0;0.0;False
7.0;121.0;0.0;0.0;16.0;589.875;0.0;0.00952381;0.0;0.0;1.0;2.0;6.0;1.0;2.0;2.0;1.0;False
9.0;9.045.833.332.999.990;4.0;83.5;132.0;409.615.859;0.012738095;0.022973065;8.960.747.931;0.0;7.0;3.0;2.0;3.0;2.0;2.0;1.0;True
0.0;0.0;0.0;0.0;7.0;723.0;0.0;0.028571429;3.290.611.766;0.0;1.0;2.0;2.0;4.0;1.0;2.0;1.0;True
2.0;45.25;1.0;0.0;42.0;4.126.448.611;0.000775194;0.013436693000000001;0.0;0.0;1.0;2.0;2.0;7.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;53.0;5.504.695.238;0.011538462;0.031446886;1.232.661.404;0.0;7.0;2.0;2.0;1.0;1.0;2.0;0.0;True
2.0;17.0;2.0;1231.0;8.0;27.375;0.038888888999999996;0.088888889;0.0;0.0;7.0;2.0;2.0;1.0;11.0;2.0;0.0;False
0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.0;1.0;2.0;2.0;6.0;13.0;2.0;0.0;False
1.0;16.0;0.0;0.0;44.0;2.939.625;0.0;0.0022222220000000003;3.281.205.711;0.0;7.0;2.0;2.0;8.0;2.0;2.0;0.0;True
4.0;1.025.555.556;2.0;79.5;133.0;37.135.801.049.999.900;0.003381995;0.015889736;2.803.795.985;0.0;7.0;3.0;2.0;1.0;6.0;2.0;1.0;False
0.0;0.0;4.0;84.25;141.0;25.962.047.620.000.000;0.0061032859999999994;0.020121639;0.0;0.0;7.0;2.0;2.0;7.0;2.0;2.0;0.0;False
1.0;36.5;0.0;0.0;30.0;1.668.116.667;0.0;0.023809524;0.0;0.0;1.0;1.0;1.0;8.0;2.0;2.0;0.0;False
5.0;66.4;0.0;0.0;39.0;7.426.875;0.0;0.015217391;7.138.981.221;0.0;1.0;2.0;2.0;4.0;3.0;2.0;0.0;True
2.0;18.0;0.0;0.0;17.0;1218.75;0.0;0.050980392;0.0;0.0;7.0;2.0;2.0;1.0;1.0;2.0;0.0;False
2.0;77.7;1.0;2.0;24.0;5.511.583.333;0.004166667;0.054444444;7.945.368.291;0.0;1.0;2.0;2.0;9.0;2.0;2.0;0.0;False
4.0;72.0;0.0;0.0;4.0;46.5;0.04;0.06;0.0;0.0;7.0;3.0;2.0;2.0;3.0;2.0;0.0;False
7.0;237.5;1.0;0.0;37.0;13.025.180.560.000.000;0.005952381;0.023185941;0.0;0.0;1.0;3.0;2.0;2.0;2.0;2.0;0.0;True
0.0;0.0;0.0;0.0;25.0;9.295.833.332.999.990;0.016;0.0296;0.0;0.0;1.0;3.0;2.0;4.0;13.0;2.0;0.0;False
0.0;0.0;0.0;0.0;59.0;1.309.658.333;0.017241378999999998;0.030879353999999998;0.0;0.0;1.0;3.0;2.0;3.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;100.0;2.852.013.141;0.000444444;0.024301656;0.0;0.0;1.0;2.0;2.0;1.0;2.0;2.0;0.0;False
0.0;0.0;0.0;0.0;14.0;2.721.666.667;0.0;0.025;0.0;0.0;1.0;3.0;2.0;3.0;2.0;2.0;0.0;False
3.0;424.0;0.0;0.0;3.0;61.5;0.0;0.05;0.0;0.0;1.0;2.0;4.0;4.0;2.0;0.0;0.0;False
0.0;0.0;0.0;0.0;7.0;295.0;0.028571429;0.057142857000000005;0.0;0.0;7.0;2.0;4.0;1.0;2.0;2.0;0.0;True
4.0;68.75;0.0;0.0;137.0;3.770.916.071;0.003165468;0.014745252;0.0;0.0;1.0;2.0;2.0;3.0;1.0;2.0;0.0;False
1.0;43.0;0.0;0.0;26.0;8.343.611.111;0.016;0.019666667;2.521.523.293;0.0;1.0;1.0;1.0;1.0;10.0;2.0;1.0;False
0.0;0.0;0.0;0.0;3.0;0.0;0.2;0.2;0.0;0.0;7.0;1.0;1.0;1.0;3.0;2.0;0.0;False
0.0;0.0;1.0;0.0;26.0;668.5;0.0;0.0074074069999999995;0.0;0.0;7.0;2.0;2.0;3.0;1.0;2.0;0.0;False
0.0;0.0;0.0;0.0;19.0;521.925;0.010526316;0.029824561;0.0;0.0;1.0;3.0;2.0;6.0;2.0;2.0;1.0;False
0.0;0.0;0.0;0.0;23.0;1.544.595.238;0.058550725;0.09294466400000001;0.0;0.0;7.0;3.0;2.0;8.0;13.0;2.0;1.0;False
0.0;0.0;0.0;0.0;2.0;12.0;0.0;0.1;0.0;0.0;1.0;3.0;2.0;3.0;13.0;2.0;0.0;False
